,text,airline_sentiment
2290,@united @usairways @americanair @americanone one of you has my bag! claim 4016688561 and i want it in mga!!!! now!!!,negative
2291,@united you have failed so uncontrollably today that it is beyond repair. I am beyond livid with your absolute disregard to operations.,negative
2292,@united the opal dragon book the dragon (ali) has woven his murdering ways from the philippines to australia ,neutral
2293,@united a friend traveled via ua1470 today and never got their luggage. what recourse does the person have? buy clothes and get reimbursed?,negative
2294,@united i keep getting kicked to an error message when trying to purchase a flight on  have tried at least 4x.,negative
2295,@united  any way to get a message to an international flight gate at ewr?      road conditions are horrible trying to get to flight ...,neutral
2296,@united hello we are doing a world record attempt on the amount of ball point pens in a collection please could you help with a pen?,neutral
2297,@united you have a culture issue,negative
2298,@united rep would not rebook. this is such a waste of time and poor communication,negative
2299,@united my flight is late flight due to mechanical issues 3 of 4 flights in past 10 days!,negative
2300,@united employees almost seem happy when delivery terrible customer service.,negative
2301,@united can i get your service desk  at iad?,neutral
2302,@united its 2015. how can my flight from a major city already be cancelled flightled 24 hours before departure due to weather??  backup planes??,negative
2303,@united kurt and the crew on ua1745 were amazing today. they made my sons birthday with their kindness. hope to fly with them again soon!,positive
2304,@united been on hold on the phone for well over half an hour waiting to make a reservation change i wanted to make online. help!,negative
2305,@united 22 instead had to wait on plane from ottawa that never came. now I am back home and have to try again tomorrow. suitcase still lost,negative
2306,@united I am glad u can solve the prob. but my experience remains  will not fly again on united,negative
2307,@united u cancelled flighted my flight from iad to jax. was supposed to use plane from bna but u used that plane for another destination instead. 12,negative
2308,@united appreciate the early arrival of ua1002 but any chance ord will ever bring the bags out?,negative
2309,@united  it is possible to make a ticket change via twitter? traveling internationally and cannot make calls... thanks in advance!,neutral
2310,@united a broken luggage and a mild case of food poisoning from ua5 lhriah. who can i email about this?,negative
2311,@united just filled it out. hope someone responds before we book our next trip.,negative
2312,@united friends been sitting in houston since 7am flight cancelled flighted.still do not have any answers. badcustomerservice  10voucherwhatajoke,negative
2313,@united meant changed planes  i hate seating over wing if u wanted i would have booked it  u will get formal complaint,negative
2314,@united give me an email address and I will send the actually screen shot to you.,neutral
2315,@united u guys did it again changed ages and double booked seats so i had to I have even though i have platinum and the other person none,negative
2316,@united also checked email you have on file for me and it is correct,neutral
2317,@united havent before and havent this time amp; have checked spamjunk mail just in casenothing,negative
2318,@united sloppy stuff you do not see anymore  united has raised my expectations  this team was poor,negative
2319,@united how long does it take to get a response from your customer service about a complaint done through email?,negative
2320,@united no bag tagging led to many people backing up the aisle to front with bags,negative
2321,@united cabin crew were huge offenders stood as a conversational cluster blocking exiting passengers,negative
2322,@united allowing passengers on my flight to block exit of plane,negative
2323,@united no wheelchairs,negative
2324,@united no commitment to a good turnaround an operations mgr would have counted a dozen small issues with individual performance,negative
2325,@united the nightmare continues... ,negative
2326,@united this team added 30 mins on turnaround,negative
2327,@united as a million miler with ua and flying almost every week i observe gate and flight crews committed to good operations,positive
